budget,year,revenue,vote_average,title,runtime
0,2013,0,5.9,Filly Brown,100
1300000,2013,0,5.7,The Amazing Catfish,87
1200000,2013,2861020,6.3,Home Run,114
0,2013,0,0,The Blade of Don Juan,98
0,2013,0,2,Bleeding Hearts,0
0,2013,0,4.4,The Vatican Exorcisms,0
1000000,2013,0,7.4,20 Feet from Stardom,89
1000000,2013,0,7.2,Antarctica: A Year on Ice,92
1000000,2013,0,6.2,Heli,105
0,2013,0,3.5,Zombie Hunter,93
950000,2013,0,5.7,Banshee Chapter,87
0,2013,17385830,7.3,Fruitvale Station,85
1000000,2013,0,5,1982,90
650,2013,0,4.8,Escape from Tomorrow,90
625000,2013,0,4.8,Treachery,68
550000,2013,0,4.2,Faith Connections,115
0,2013,343341,6,Drinking Buddies,90
0,2013,0,4.2,Roadside,90
250000,2013,56825,4.1,The Canyons,99
0,2013,0,0,UnDivided,0
250,2013,0,7.7,Along the Roadside,118
0,2013,0,7.2,Aroused,73
0,2013,0,6.3,Cheap Thrills,85
0,2013,0,5,Echo Dr.,85
0,2013,0,6,The Dirties,83
0,2013,0,5,Bending Steel,93
50000,2013,0,5.7,The Image Revolution,81
0,2013,0,6.6,This Is Martin Bonner,83
0,2013,0,6.8,A True Story,96
0,2013,0,0,Her Cry: La Llorona Investigation,89
22000,2013,0,6,Dry Spell,90
0,2013,0,7,"Signed, Sealed, Delivered",120
250000000,2014,956019788,7.1,The Hobbit: The Battle of the Five Armies,144
210000000,2014,1091405097,5.8,Transformers: Age of Extinction,165
200000000,2014,705717432,6.5,The Amazing Spider-Man 2,142
250000000,2014,747862775,7.5,X-Men: Days of Future Past,131
178000000,2014,370541256,7.6,Edge of Tomorrow,113
180000000,2014,758539785,7,Maleficent,97
170000000,2014,710644566,7.3,Dawn of the Planet of the Apes,130
170000000,2014,714766572,7.6,Captain America: The Winter Soldier,136
165000000,2014,652105443,7.8,Big Hero 6,102
170000000,2014,773328629,7.9,Guardians of the Galaxy,121
165000000,2014,675120017,8.1,Interstellar,169
145000000,2014,272912430,6.7,Mr. Peabody & Sherman,92
140000000,2014,268031828,5.6,Exodus: Gods and Kings,150
145000000,2014,609123048,7.6,How to Train Your Dragon 2,102
132000000,2014,373552094,6.5,Penguins of Madagascar,92
125000000,2014,362637473,5.6,Noah,139
127000000,2014,349424282,6.1,Night at the Museum: Secret of the Tomb,97
125000000,2014,752100229,6.6,The Hunger Games: Mockingjay - Part 1,123
103000000,2014,500188435,6.3,Rio 2,102
120000000,2014,242688965,5.7,RoboCop,102
125000000,2014,477200000,5.8,Teenage Mutant Ninja Turtles,101
110000000,2014,337580051,6.1,300: Rise of an Empire,102
100000000,2014,243400000,5.6,Hercules,99
90000000,2014,206172544,6.1,The Expendables 3,127
95000000,2014,114178613,5.2,Seventh Son,102
100000000,2014,103039258,5.9,Transcendence,119
85000000,2014,288747895,6.9,Divergent,139
68000000,2014,211817906,7.4,Fury,135
130000000,2014,117831631,5.2,Pompeii,105
70000000,2014,154984035,5.8,The Monuments Men,118
70000000,2014,215529201,6.2,Dracula Untold,92
70000000,2014,61279452,4.4,The Legend of Hercules,99
66000000,2014,203277636,6.1,Need for Speed,130
65000000,2014,163442937,7.3,Unbroken,137
65000000,2014,133821816,6,Annie,119
65000000,2014,71154592,5,"I, Frankenstein",92
65000000,2014,39407616,6.3,Sin City: A Dame to Kill For,102
61000000,2014,369330363,7.9,Gone Girl,145
60000000,2014,50549107,5.9,Jack Ryan: Shadow Recruit,105
60000000,2014,108255770,6.6,The Boxtrolls,97
60000000,2014,469160692,7.5,The Lego Movie,100
60000000,2014,30800231,6,Winter's Tale,118
58800000,2014,542307423,7.4,American Sniper,133
55000000,2014,192330738,7.1,The Equalizer,132
55000000,2014,259207227,7,Paddington,95
50000000,2014,80383290,6.2,Muppets Most Wanted,112
50000000,2014,188441614,7,22 Jump Street,112
50000000,2014,212902372,5.6,Into the Woods,125
50000000,2014,222809600,6.8,Non-Stop,106
50000000,2014,97437106,7.3,The Book of Life,95
50000000,2014,160602194,5.8,Into the Storm,89
50000000,2014,83719388,7.2,The Judge,141
48000000,2014,325771424,6.1,Taken 3,109
40000000,2014,123494610,6.6,Blended,117
44000000,2014,12342632,6.1,The Interview,112
40000000,2014,126546825,6.3,Lucy,89
40000000,2014,169837010,5.4,Dumb and Dumber To,110
40000000,2014,196781193,6.2,The Other Woman,109
42000000,2014,107670357,6.1,Horrible Bosses 2,108
40000000,2014,67347013,6.8,Jersey Boys,134
40000000,2014,126069509,5.3,Sex Tape,97
0,2014,0,5.8,A Million Ways to Die in the West,116
40000000,2014,0,6.8,Dragon Nest: Warriors' Dawn,88
36000000,2014,52424533,6.7,Dolphin Tale 2,107
35000000,2014,17508518,5.5,Sabotage,110
34000000,2014,348319861,7,The Maze Runner,113
30000000,2014,174600318,8,The Grand Budapest Hotel,99
0,2014,0,5.5,The Nut Job,85
0,2014,31911598,6.4,Get on Up,139
30000000,2014,0,5.9,Deliver Us from Evil,118
27000000,2014,0,3,United Passions,110
30000000,2014,0,5.8,Grace of Monaco,103
28000000,2014,100654149,6.1,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81
28000000,2014,52597999,6,3 Days to Kill,113
28000000,2014,68896829,5.7,Brick Mansions,90
28000000,2014,53181600,6.2,A Walk Among the Tombstones,113
26000000,2014,35926213,7.2,The Best of Me,117
26000000,2014,0,4.9,Forbidden Kingdom,127
0,2014,0,4.7,The Face of an Angel,100
25000000,2014,153997819,6.1,Ride Along,99
25000000,2014,38307627,6.6,Million Dollar Arm,124
25000000,2014,66980456,6.4,The Giver,94
25000000,2014,39171130,5.7,The Gambler,111
25000000,2014,28831145,6.5,Draft Day,109
25000000,2014,0,6.5,Kung Fu Jungle,100
25000000,2014,0,4.1,Red Sky,100
24000000,2014,70181428,6.4,Think Like a Man Too,105
22500000,2014,15520023,6.8,The Water Diviner,112
22000000,2014,88880821,7.3,The Hundred-Foot Journey,122
22000000,2014,67800064,5.9,Son of God,138
22000000,2014,15447154,6.2,Before I Go to Sleep,92
20000000,2014,100525432,5,Tammy,97
20000000,2014,66787908,7.4,Selma,127
19800000,2014,41296320,6.5,This Is Where I Leave You,103
20000000,2014,34077920,6.7,Endless Love,103
20000000,2014,11110975,6.5,Inherent Vice,148
20000000,2014,12007070,6.5,A Most Violent Year,125
0,2014,0,5,Ramanujan,170
0,2014,0,0.5,Dwegons,98
18000000,2014,268157400,6.2,Neighbors,96
16000000,2014,19682924,3.7,Left Behind,110
18000000,2014,103215094,7.4,Birdman,119
18000000,2014,25312387,5.7,And So It Goes,94
18000000,2014,0,5.7,Wolves,90
18000000,2014,266586800,4.6,The Prince,93
17000000,2014,136621271,6.4,Let's Be Cops,104
17000000,2014,3758328,6.1,Escobar: Paradise Lost,120
16000000,2014,3442853,6.4,The Homesman,122
14000000,2014,233555708,8,The Imitation Game,113
15000000,2014,123726688,7.8,The Theory of Everything,123
15000000,2014,52501541,7,Wild,115
15000000,2014,30127963,6.3,When the Game Stands Tall,115
15000000,2014,32556119,6,The November Man,108
15000000,2014,31554855,6.5,A Most Wanted Man,121
7000000,2014,0,5.6,Automata,110
14500000,2014,0,5.8,Freedom,98
0,2014,5405500,6.3,Mr. Turner,150
13300000,2014,5380251,6,Under the Skin,108
13000000,2014,54837234,7.1,St. Vincent,102
12500000,2014,49002684,6,About Last Night,100
13200000,2014,53830415,5.6,No Good Deed,83
13000000,2014,45300000,5.7,Earth to Echo,89
12000000,2014,307166834,7.6,The Fault in Our Stars,125
0,2014,25434291,6.3,Top Five,102
12000000,2014,101332962,6,Heaven is for Real,99
0,2014,0,7.1,Trash,112
11000000,2014,78874843,7.3,If I Stay,106
12000000,2014,0,3.9,Drive Hard,96
11000000,2014,0,7,The BÇ¸lier Family,105
10000000,2014,28883511,6.8,Big Eyes,105
9000000,2014,21571189,6.5,Black or White,121
0,2014,0,6.5,Rosewater,103
10000000,2014,0,6.2,Elsa & Fred,104
0,2014,0,6.5,Jungle Shuffle,85
10000000,2014,0,4.3,American Heist,94
10,2014,0,6.1,Plastic,102
9000000,2014,108782847,6.6,The Purge: Anarchy,104
6000000,2014,14348529,5.8,Barbecue,98
9000000,2014,0,5.6,Skin Trade,96
8500000,2014,38697217,7.6,Nightcrawler,117
8000000,2014,26049082,6.1,That Awkward Moment,94
8000000,2014,53086,5.1,Aloft,112
0,2014,0,4.6,Swelter,96
7700000,2014,0,6.6,Far from Men,110
7000000,2014,36433975,4.4,Devil's Due,89
7000000,2014,14618727,7,Beyond the Lights,116
0,2014,0,5.8,Z Storm,92
0,2014,0,6.5,Alpha and Omega: The Legend of the Saw Tooth Cave,53
6500000,2014,255273813,5.6,Annabelle,99
5500000,2014,5483299,6.4,Wish I Was Here,120
6000000,2014,32251,5.5,Song One,86
0,2014,0,6.2,Animals,90
5500000,2014,5000000,5.9,Miss Julie,120
5000000,2014,103590271,4.9,Ouija,89
5000000,2014,86362372,5.2,Paranormal Activity: The Marked Ones,84
5000000,2014,40100000,6.1,"As Above, So Below",93
0,2014,0,5.4,Addicted,105
5000000,2014,43884652,7.5,Still Alice,99
5000000,2014,2450846,6.6,Kill the Messenger,112
5000000,2014,846704,3.9,Atlas Shrugged Part III: Who is John Galt?,99
5000000,2014,0,7.4,Rudderless,105
5000000,2014,0,3,Henry & Me,67
15000000,2014,0,4.5,Dying of the Light,94
5000000,2014,0,5.5,Let's Kill Ward's Wife,81
5000000,2014,10429707,5.5,Moms' Night Out,98
0,2014,0,5.3,Fugly,134
0,2014,0,5.5,Falcon Rising,103
4000000,2014,44349000,7.5,Boyhood,164
0,2014,0,5.4,A Haunted House 2,87
4000000,2014,2365467,6.5,Joe,118
0,2014,0,6.4,Futuro Beach,106
0,2014,0,4.4,The Perfect Wave,113
0,2014,0,6.5,Desert Dancer,98
3500000,2014,0,5.3,Wicked Blood,92
3440000,2014,0,3.6,Lords of London,90
3300000,2014,13092000,8.3,Whiplash,105
3300000,2014,45000,4.1,The Opposite Sex,96
0,2014,0,6.9,Coming Home,111
2800000,2014,1826705,5.1,Tusk,102
0,2014,0,6.3,Fort McCoy,0
0,2014,0,5.3,They Came Together,84
3000000,2014,0,4.6,Something Wicked,95
0,2014,0,5.6,The Calling,108
0,2014,0,0,8 Days,90
0,2014,0,5.4,There's Always Woodstock,90
0,2014,0,5.5,The Last Five Years,94
0,2014,0,4.6,Out of the Dark,92
0,2014,0,6.5,Housebound,109
0,2014,1500000,2.6,Mutant World,85
3150000,2014,0,5.2,GirlHouse,100
0,2014,0,6.2,The Blue Room,75
0,2014,0,0,House at the End of the Drive,91
0,2014,0,0,Queen of the Mountains,135
0,2014,0,4.1,Da Sweet Blood of Jesus,123
0,2014,0,4.1,The Sleepwalker,92
5000000,2014,6833445,5,The Green Inferno,100
0,2014,5284309,6.7,The Skeleton Twins,90
0,2014,3123963,6.7,Obvious Child,83
0,2014,0,6.4,Palo Alto,100
0,2014,336472,7.5,I Origins,106
1000000,2014,0,4.9,Hits,96
0,2014,0,7.6,Hidden Away,96
1000000,2014,0,3.2,Doc Holliday's Revenge,84
1000000,2014,0,6.6,Bang Bang Baby,90
1,2014,0,4,Fear Clinic,95
0,2014,0,4.1,A Fine Step,90
950000,2014,0,5.5,Ask Me Anything,100
913000,2014,0,7.4,Food Chains,83
0,2014,0,3.7,Not Cool,90
0,2014,0,0,The Hadza:  Last of the First,70
0,2014,0,3,Water & Power,0
0,2014,0,0,Light from the Darkroom,0
0,2014,0,4.8,The Maid's Room,98
0,2014,0,0,The Outrageous Sophie Tucker,96
0,2014,0,0,The Sound and the Shadow,90
0,2014,0,5,Born to Fly: Elizabeth Streb vs. Gravity,82
500000,2014,0,2,The Little Ponderosa Zoo,84
0,2014,0,0,Mutual Friends,0
0,2014,0,8,Rise of the Entrepreneur: The Search for a Better Way,0
0,2014,258384,6.9,Blue Ruin,90
0,2014,0,5,Love in the Time of Monsters,0
0,2014,0,6.8,Locker 13,90
300000,2014,0,0,Amidst the Devil's Wings,90
0,2014,0,0,Give Me Shelter,90
0,2014,0,0,American Beast,89
0,2014,0,6.5,H.,93
0,2014,0,0,Archaeology of a Woman,94
0,2014,0,0,Butterfly Girl,77
200,2014,0,5,Perfect Cowboy,109
0,2014,0,6.8,Top Spin,80
0,2014,0,0,An American in Hollywood,89
0,2014,0,0,Dude Where's My Dog?,0
100,2014,0,5.5,The Past Is a Grotesque Animal,77
0,2014,0,5.2,Happy Christmas,82
0,2014,0,6.4,Tiger Orange,75
4000000,2014,600896,5.8,The Signal,95
0,2014,0,2,Dawn of the Crescent Moon,95
0,2014,0,0,Stories of Our Lives,60
245000000,2015,880674609,6.3,Spectre,148
280000000,2015,1405403694,7.3,Avengers: Age of Ultron,141
150000000,2015,1513528810,6.5,Jurassic World,124
190000000,2015,1506249360,7.3,Furious 7,137
175000000,2015,331926147,6.6,The Good Dinosaur,93
176000003,2015,183987723,5.2,Jupiter Ascending,124
175000000,2015,857611174,8,Inside Out,94
27000000,2015,0,4.8,The Lovers,109
190000000,2015,209154322,6.2,Tomorrowland,130
160000000,2015,653428261,6.6,The Hunger Games: Mockingjay - Part 2,137
155000000,2015,440603537,5.8,Terminator Genisys,126
150000000,2015,378858340,7.2,Mad Max: Fury Road,120
150000000,2015,682330139,7.1,Mission: Impossible - Rogue Nation,131
150000000,2015,128388320,5.9,Pan,111
135000000,2015,532950503,7.3,The Revenant,156
130000000,2015,519311965,7,Ant-Man,117
135000000,2015,368871007,6.8,Home,94
120000000,2015,167977596,4.4,Fantastic Four,100
110000000,2015,470490832,6,San Andreas,114
110000000,2015,295238201,6.2,Insurgent,119
108000000,2015,630161890,7.6,The Martian,141
105000000,2015,133718711,5.5,Point Break,114
100000000,2015,93820758,6.5,In the Heart of the Sea,122
99000000,2015,246233113,6.5,The Peanuts Movie,88
95000000,2015,543514353,6.7,Cinderella,105
0,2015,233755553,5.8,Alvin and the Chipmunks: The Road Chip,92
88000000,2015,243637091,5.6,Pixels,105
80000000,2015,473226958,6.7,Hotel Transylvania 2,89
0,2015,0,6.4,Evolution,81
90000000,2015,146936910,5.7,The Last Witch Hunter,106
8000000,2015,0,5.3,Top Cat Begins,89
64000000,2015,97571250,7.6,The Little Prince,92
75000000,2015,108145109,7.1,The Man from U.N.C.L.E.,116
74000000,2015,1156730962,6.4,Minions,91
74000000,2015,311594032,5.8,The SpongeBob Movie: Sponge Out of Water,93
70000000,2015,17752940,5.1,Blackhat,133
68000000,2015,217022588,6.2,Ted 2,115
50100000,2015,153962963,6.7,Focus,105
55000000,2015,203427584,6.7,Everest,121
65000000,2015,121545703,5.9,Dragon Blade,127
44000000,2015,155760117,7.6,The Hateful Eight,167
61000000,2015,311256926,6.4,Maze Runner: The Scorch Trials,132
60000000,2015,101134059,6.4,Joy,124
60000000,2015,30418560,5.4,Mortdecai,106
58000000,2015,158162788,6.2,Goosebumps,103
60000000,2015,0,4.9,The Ridiculous 6,119
53000000,2015,98837872,6.3,Black Mass,122
50000000,2015,242786137,5.8,Daddy's Home,96
50000000,2015,71561644,6.3,Run All Night,114
49000000,2015,104399548,6.6,Chappie,120
50000000,2015,3324330,6.1,Child 44,137
40000000,2015,34227298,5.6,Victor Frankenstein,109
0,2015,0,5.3,Why I Did (Not) Eat My Father,100
40000000,2015,571006128,5.2,Fifty Shades of Grey,125
40000000,2015,111811453,5.9,Get Hard,100
35000000,2015,194564672,7.1,The Intern,121
40000000,2015,165478348,7.2,Bridge of Spies,141
40000000,2015,13644292,5.5,The Gunman,115
40000000,2015,100000000,7.5,Baahubali: The Beginning,159
38000000,2015,107597242,5,Paul Blart: Mall Cop 2,94
37000000,2015,173567581,7.3,Creed,133
37000000,2015,26250020,5.2,Aloha,105
36000000,2015,156844753,6.5,Ip Man 3,105
35000000,2015,140795793,5.9,Trainwreck,125
8900000,2015,4100000,5.6,Heist,93
35000000,2015,50363790,7,Concussion,123
35000000,2015,51680201,5.4,Hot Pursuit,87
35000000,2015,61181942,6.9,The Walk,123
35000000,2015,14431253,5,Unfinished Business,91
34000000,2015,63013281,7.3,The Longest Ride,128
31000000,2015,104384188,6.2,Vacation,99
30000000,2015,84025816,7.2,Sicario,121
30000000,2015,91709827,7.3,Southpaw,123
25000000,2015,65663276,7.4,The Age of Adaline,112
30000000,2015,0,5.4,Wild Card,92
30000000,2015,0,6.4,Savva. Heart of the Warrior,85
29000000,2015,287506194,6.8,Pitch Perfect 2,115
28000000,2015,201634991,7.7,Straight Outta Compton,147
28000000,2015,133346506,7.3,The Big Short,130
28000000,2015,7002261,5.8,Our Brand Is Crisis,108
26000000,2015,0,3.9,Accidental Love,100
26000000,2015,30523226,6.3,Self/less,116
25000000,2015,42972994,6.7,Legend,131
25000000,2015,24902723,6,The 33,120
11000000,2015,0,5.8,Forsaken,90
25000000,2015,72629670,5.2,The Transporter Refueled,96
20000000,2015,43967255,6.8,Max,111
20000000,2015,88346473,7.8,Spotlight,128
19500000,2015,34854990,6.2,Secret in Their Eyes,111
20000000,2015,36606743,6.3,Burnt,100
20000000,2015,6420319,7,Little Boy,106
20000000,2015,0,6.8,My All American,118
10000000,2015,3727746,5.4,By the Sea,122
0,2015,17671101,5.3,Regression,106
20000000,2015,0,5.4,Survivor,96
17000000,2015,24000000,5.4,Love the Coopers,107
30000000,2015,34441873,6.8,Steve Jobs,122
0,2015,45710059,7.4,"McFarland, USA",128
15000000,2015,61548707,5.9,Krampus,98
0,2015,0,5.5,Listening,100
15000000,2015,632542,6.6,The Assassin,105
15000000,2015,0,7.3,Chiamatemi Francesco - Il Papa della gente,
14800000,2015,122513057,6.3,Magic Mike XXL,115
0,2015,0,5,Broken Horses,101
14000000,2015,12314651,5,Hot Tub Time Machine 2,93
15000000,2015,36869414,7.6,Ex Machina,108
6000000,2015,35401758,8.1,Room,117
13000000,2015,1784763,4.6,The Vatican Tapes,91
12000000,2015,85512300,6.1,Paper Towns,109
12000000,2015,32248241,6.4,Project Almanac,106
1200000,2015,0,4.3,10 Days in a Madhouse,111
0,2015,0,4.3,Dancin' It's On,89
0,2015,0,6.3,A Tale of Three Cities,130
11000000,2015,62076141,7.2,Brooklyn,111
11000000,2015,61619773,7.3,Woman in Gold,120
10000000,2015,104303851,6.2,Insidious: Chapter 3,97
10000000,2015,52882018,5.4,Sinister 2,97
10000000,2015,85978266,6.3,The Second Best Exotic Marigold Hotel,122
5000000,2015,58978653,6.7,The Gift,108
10000000,2015,10835752,6.6,Danny Collins,107
10000000,2015,7587485,5.8,While We're Young,97
10000000,2015,17472,5.1,Strangerland,111
9500000,2015,0,4.9,Re-Kill,87
10000000,2015,0,5.1,Into the Grizzly Maze,94
8500000,2015,43528634,6.8,The DUFF,100
8000000,2015,5659286,7,Anomalisa,90
7500000,2015,0,5.5,Pound of Flesh,104
700000,2015,17986781,7.2,Dope,103
7000000,2015,573335,7.1,Freeheld,103
7000000,2015,0,5.8,Criminal Activities,94
0,2015,0,6.2,Goddess of Love,96
3300000,2015,64110728,5.1,The Lazarus Effect,83
5000000,2015,54418872,6.7,No Escape,103
5000000,2015,4842699,5.4,90 Minutes in Heaven,121
5000000,2015,98450062,6,The Visit,94
5000000,2015,0,4.2,Area 51,91
0,2015,0,6.1,Christmas Eve,95
0,2015,0,0,Running Forever,88
0,2015,0,3.5,Navy Seals vs. Zombies,97
4400000,2015,0,6.9,R.L. Stine's Monsterville: The Cabinet of Souls,85
4000000,2015,187112,5.2,Maggie,95
4000000,2015,52425855,4.1,The Boy Next Door,91
0,2015,0,5.5,Zipper,103
5000000,2015,0,5.3,Chain of Command,88
3500000,2015,0,0,Time to Choose,100
0,2015,0,5,Stranded,86
3400000,2015,0,6.8,To Write Love on Her Arms,118
0,2015,229094,6.6,Slow West,84
3000000,2015,3387000,4.9,Demonic,83
3000000,2015,0,2.8,AWOL-72,79
0,2015,0,4.9,Close Range,80
3000000,2015,0,4.1,Amnesiac,90
0,2015,0,4.3,Unnatural,89
0,2015,0,9.5,Sardaarji,0
2500000,2015,0,4.9,Stung,87
2500000,2015,0,4.5,The Rise of the Krays,110
0,2015,0,6.6,Do You Believe?,115
2300000,2015,0,5.6,Eden,97
2100000,2015,3330,0,Mi America,126
0,2015,0,0,Sharkskin,0
0,2015,0,5.1,Containment,77
0,2015,0,4.1,The Timber,81
2000000,2015,14674076,6.6,It Follows,100
6000000,2015,11122090,6.3,We Are Your Friends,96
2000000,2015,2801508,5.6,Captive,97
2000000,2015,1477002,6.8,The Diary of a Teenage Girl,98
13500000,2015,187674,5.2,Stonewall,129
0,2015,0,6,Circle,87
2,2015,0,0,"To Be Frank, Sinatra at 100",
0,2015,0,4.2,The Walking Deceased,90
2000000,2015,0,4.4,The Curse of Downers Grove,89
2000000,2015,0,4.4,Shark Lake,92
1950000,2015,0,5.8,The Marine 4: Moving Target,90
0,2015,0,5.8,Abandoned,82
1900000,2015,0,6.9,Brotherly Love,89
0,2015,0,6.7,Vaalu,155
0,2015,0,3,Unsullied,93
1500000,2015,0,6.6,Road Hard,97
1,2015,0,10,Me You and Five Bucks,90
0,2015,0,4.2,Checkmate,102
1500000,2015,0,3.3,#Horror,90
1,2015,0,0,The Algerian,99
0,2015,0,7.8,The Second Mother,110
0,2015,0,4.2,The Wicked Within,91
1000000,2015,62882090,5.5,Unfriended,82
650000,2015,0,6.4,A LEGO Brickumentary,93
0,2015,0,8,Karachi se Lahore,0
0,2015,0,4.5,Childless,90
0,2015,0,5,The Horror Network Vol. 1,0
0,2015,0,5,American Hero,86
0,2015,0,2,Windsor Drive,90
0,2015,0,6.5,The Sisterhood of Night,104
700000,2015,0,5.3,Walter,87
522360,2015,0,5,They Will Have to Kill Us First,105
0,2015,0,6,Juliet and Alfa Romeo,83
0,2015,316472,5.9,Good Kill,104
0,2015,0,3.4,Subconscious,110
0,2015,0,2.4,Diamond Ruff,0
0,2015,0,5.1,Censored Voices,84
350000,2015,0,4.7,Rotor DR1,98
0,2015,0,7,The Looking Glass,110
0,2015,0,6.2,Bizarre,99
0,2015,0,3,Teeth and Blood,96
0,2015,0,5.5,Horse Camp,108
0,2015,0,0,Western Religion,106
0,2015,0,5.5,Reality Show,92
0,2015,0,0,Theresa Is a Mother,105
0,2015,0,0,The World Is Mine,104
0,2015,0,0,Heroes of Dirt,98
0,2015,0,0,Antarctic Edge: 70¶ø South,72
100000,2015,42664410,4.9,The Gallows,87
75000,2015,0,3.3,Queen Crab,90
50000,2015,0,8.3,Counting,111
50000,2015,0,3.5,"Run, Hide, Die",75
0,2015,0,0,Dutch Kills,90
0,2015,0,4.7,Backmask,91
250000000,2016,873260194,5.7,Batman v Superman: Dawn of Justice,151
250000000,2016,1153304495,7.1,Captain America: Civil War,147
185000000,2016,343471816,6.6,Star Trek Beyond,122
180000000,2016,356743061,5.5,The Legend of Tarzan,109
178000000,2016,543934787,6.4,X-Men: Apocalypse,144
